<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2019.09.17	108.131	108.368	108.018	108.113	56685	0	2
2019.09.18	108.112	108.475	108.083	108.442	50297	0	2
2019.09.19	108.440	108.470	107.786	108.021	63724	0	2
2019.09.20	108.020	108.084	107.518	107.554	55095	0	2
2019.09.23	107.715	107.766	107.309	107.539	43983	0	2
2019.09.24	107.533	107.796	106.959	107.062	64737	0	2
2019.09.25	107.054	107.881	106.999	107.768	67911	0	2
2019.09.26	107.761	107.957	107.423	107.829	57195	0	2
2019.09.27	107.829	108.178	107.655	107.929	62292	0	2
2019.09.30	107.956	108.176	107.742	108.070	48175	0	2
2019.10.01	108.070	108.468	107.625	107.739	56866	0	2
2019.10.02	107.727	107.890	107.045	107.176	60008	0	2
2019.10.03	107.168	107.296	106.480	106.910	73134	0	2
2019.10.04	106.898	107.132	106.562	106.900	59929	0	2
2019.10.07	106.670	107.464	106.651	107.241	50931	0	2
2019.10.08	107.241	107.443	106.801	107.072	72127	0	2
2019.10.09	107.066	107.625	106.932	107.472	51894	0	2
2019.10.10	107.469	108.015	107.032	107.956	81389	0	2
2019.10.11	107.954	108.628	107.846	108.420	75600	0	2
2019.10.14	108.339	108.521	108.028	108.390	44990	0	2
2019.10.15	108.388	108.897	108.154	108.851	55999	0	2
2019.10.16	108.851	108.864	108.557	108.754	60677	0	2
2019.10.17	108.742	108.937	108.452	108.637	60052	0	2
2019.10.18	108.642	108.719	108.375	108.378	52282	0	2
2019.10.21	108.391	108.662	108.290	108.598	48522	0	2
2019.10.22	108.597	108.727	108.439	108.480	37097	0	2
2019.10.23	108.474	108.702	108.247	108.690	44314	0	2
2019.10.24	108.689	108.752	108.495	108.598	39389	0	2
2019.10.25	108.598	108.772	108.509	108.665	34661	0	2
2019.10.28	108.708	109.037	108.657	108.974	31646	0	2
2019.10.29	108.974	109.068	108.749	108.884	33528	0	2
2019.10.30	108.885	109.285	108.718	108.853	40711	0	2
2019.10.31	108.853	108.878	107.925	108.019	47594	0	2
2019.11.01	108.019	108.322	107.884	108.169	36172	0	2
2019.11.04	108.212	108.648	108.162	108.572	26739	0	2
2019.11.05	108.572	109.240	108.547	109.143	43001	0	2
2019.11.06	109.130	109.182	108.816	108.964	37763	0	2
2019.11.07	108.963	109.486	108.645	109.281	53040	0	2
2019.11.08	109.271	109.474	109.074	109.220	44468	0	2
2019.11.11	109.230	109.252	108.895	109.040	25709	0	2
2019.11.12	109.041	109.291	108.922	108.989	38515	0	2
2019.11.13	108.989	109.148	108.654	108.812	40865	0	2
2019.11.14	108.811	108.861	108.232	108.407	41878	0	2
2019.11.15	108.407	108.855	108.371	108.771	32805	0	2
2019.11.18	108.786	109.070	108.511	108.674	35989	0	2
2019.11.19	108.674	108.835	108.451	108.533	37680	0	2
2019.11.20	108.532	108.737	108.344	108.604	51013	0	2
2019.11.21	108.586	108.696	108.275	108.615	53793	0	2
2019.11.22	108.615	108.730	108.475	108.639	39169	0	2
2019.11.25	108.626	108.975	108.596	108.917	31280	0	2
2019.11.26	108.902	109.207	108.874	109.026	39348	0	2
2019.11.27	109.021	109.608	109.008	109.538	31228	0	2
2019.11.28	109.538	109.554	109.331	109.503	25094	0	2
2019.11.29	109.505	109.669	109.396	109.487	34875	0	2
2019.12.02	109.517	109.726	108.924	108.970	39188	0	2
2019.12.03	108.970	109.206	108.482	108.632	49580	0	2
2019.12.04	108.622	108.961	108.426	108.852	46206	0	2
2019.12.05	108.852	108.999	108.653	108.750	40034	0	2
2019.12.06	108.750	108.922	108.476	108.565	35101	0	2
2019.12.09	108.626	108.677	108.429	108.553	25792	0	2
2019.12.10	108.553	108.765	108.512	108.716	33938	0	2
2019.12.11	108.707	108.854	108.463	108.552	33278	0	2
2019.12.12	108.550	109.449	108.453	109.278	47620	0	2
2019.12.13	109.283	109.706	108.921	109.346	62542	0	2
2019.12.16	109.302	109.675	109.276	109.533	27875	0	2
2019.12.17	109.535	109.632	109.441	109.472	27111	0	2
2019.12.18	109.467	109.626	109.399	109.548	27467	0	2
2019.12.19	109.538	109.685	109.180	109.366	29691	0	2
2019.12.20	109.360	109.524	109.255	109.447	24360	0	3
2019.12.23	109.428	109.536	109.338	109.395	23296	0	2
2019.12.24	109.388	109.440	109.325	109.354	21101	0	3
2019.12.26	109.544	109.682	109.527	109.633	13163	0	3
2019.12.27	109.623	109.623	109.388	109.458	35041	0	3
2019.12.30	109.385	109.484	108.765	108.873	31232	0	3
2019.12.31	108.873	108.884	108.467	108.658	28414	0	3
2020.01.02	108.705	108.864	108.210	108.566	24641	0	3
2020.01.03	108.555	108.627	107.839	108.101	53832	0	3
2020.01.06	107.884	108.504	107.769	108.365	44768	0	3
2020.01.07	108.362	108.628	108.259	108.439	42804	0	3
2020.01.08	108.439	109.243	107.647	109.103	82424	0	3
2020.01.09	109.103	109.580	109.010	109.514	40914	0	3
2020.01.10	109.513	109.688	109.432	109.500	30309	0	2
2020.01.13	109.520	109.944	109.501	109.942	23776	0	3
2020.01.14	109.939	110.212	109.850	109.982	36033	0	3
2020.01.15	109.973	110.008	109.788	109.892	31717	0	3
2020.01.16	109.883	110.178	109.848	110.151	27494	0	3
2020.01.17	110.136	110.287	110.046	110.161	26920	0	3
2020.01.20	110.105	110.215	110.102	110.178	18702	0	3
2020.01.21	110.178	110.220	109.760	109.859	34700	0	3
2020.01.22	109.857	110.099	109.827	109.834	31492	0	3
2020.01.23	109.829	109.860	109.264	109.485	41211	0	3
2020.01.24	109.485	109.650	109.170	109.278	38021	0	3
2020.01.27	108.968	109.135	108.729	108.883	58413	0	3
2020.01.28	108.884	109.200	108.754	109.137	41155	0	3
2020.01.29	109.137	109.264	108.974	109.009	38602	0	3
2020.01.30	109.009	109.064	108.579	108.949	60894	0	3
2020.01.31	108.950	109.134	108.305	108.346	58477	0	3
2020.02.03	108.431	108.797	108.311	108.667	53147	0	3
2020.02.04	108.680	109.543	108.547	109.518	44163	0	3
2020.02.05	109.517	109.842	109.302	109.815	49739	0	3
2020.02.06	109.814	110.005	109.747	109.986	38165	0	3
2020.02.07	109.985	110.020	109.531	109.776	50008	0	3
2020.02.10	109.685	109.876	109.559	109.771	43537	0	3
2020.02.11	109.765	109.961	109.729	109.782	32682	0	3
2020.02.12	109.781	110.134	109.756	110.097	36209	0	3
2020.02.13	110.095	110.095	109.616	109.815	52416	0	3
2020.02.14	109.787	109.910	109.696	109.772	36355	0	3
2020.02.17	109.803	109.960	109.717	109.871	25100	0	3
2020.02.18	109.866	109.946	109.655	109.866	43546	0	3
2020.02.19	109.866	111.589	109.834	111.362	43096	0	3
2020.02.20	111.356	112.225	111.110	112.071	70874	0	2
2020.02.21	112.072	112.185	111.469	111.566	65348	0	3
2020.02.24	111.315	111.681	110.330	110.708	87480	0	3
2020.02.25	110.697	111.039	109.888	110.190	118392	0	3
2020.02.26	110.189	110.699	110.128	110.419	125799	0	3
2020.02.27	110.418	110.453	109.565	109.576	143550	0	3
2020.02.28	109.574	109.678	107.506	108.062	173521	0	2
2020.03.02	107.513	108.576	107.361	108.292	147329	0	1
2020.03.03	108.336	108.532	106.929	107.127	139112	0	3
2020.03.04	107.129	107.687	106.842	107.514	120312	0	2
2020.03.05	107.515	107.739	105.964	106.150	110098	0	1
2020.03.06	106.149	106.340	104.992	105.348	154579	0	3
2020.03.09	104.425	104.580	101.177	102.262	212682	0	3
2020.03.10	102.262	105.914	102.001	105.245	250197	0	8
2020.03.11	105.245	105.374	104.088	104.429	188718	0	1
2020.03.12	104.429	106.100	103.089	104.829	209575	0	1
2020.03.13	104.820	108.496	104.503	107.998	229165	0	0
2020.03.16	106.906	107.564	105.137	105.877	234339	0	0
2020.03.17	105.882	107.861	105.879	107.632	325683	0	0
2020.03.18	107.632	108.651	106.751	108.016	306898	0	0
2020.03.19	108.013	110.954	107.973	110.834	323517	0	0
2020.03.20	110.834	111.504	109.326	110.854	254031	0	0
2020.03.23	110.779	111.596	109.663	111.227	245980	0	0
2020.03.24	111.227	111.711	110.081	111.288	215805	0	0
2020.03.25	111.288	111.676	110.752	111.133	222961	0	0
2020.03.26	111.133	111.241	109.204	109.405	220524	0	0
2020.03.27	109.400	109.472	107.756	107.975	174056	0	0
2020.03.30	107.676	108.293	107.120	107.700	149146	0	0
2020.03.31	107.693	108.725	107.458	107.485	155729	0	0
2020.04.01	107.547	107.936	106.918	107.152	127628	0	0
2020.04.02	107.150	108.091	107.013	107.857	132050	0	0
2020.04.03	107.857	108.676	107.797	108.456	111211	0	0
2020.04.06	108.346	109.379	108.339	109.211	128896	0	0
2020.04.07	109.216	109.276	108.668	108.738	124052	0	0
2020.04.08	108.741	109.095	108.502	108.812	106411	0	0
2020.04.09	108.812	109.062	108.206	108.411	99367	0	0
2020.04.10	108.408	108.587	108.327	108.421	32025	0	0
2020.04.13	108.421	108.524	107.499	107.750	123621	0	0
2020.04.14	107.748	107.761	106.978	107.206	104971	0	0
2020.04.15	107.203	107.868	106.925	107.425	128546	0	0
2020.04.16	107.422	108.081	107.162	107.916	141544	0	0
2020.04.17	107.920	108.084	107.297	107.551	146951	0	0
2020.04.20	107.396	107.946	107.390	107.606	94970	0	0
2020.04.21	107.612	107.891	107.279	107.758	126364	0	0
2020.04.22	107.784	107.937	107.513	107.735	93498	0	0
2020.04.23	107.743	108.042	107.344	107.556	124251	0	0
2020.04.24	107.564	107.758	107.368	107.487	97221	0	0
2020.04.27	107.541	107.620	106.991	107.206	97628	0	0
2020.04.28	107.176	107.338	106.558	106.859	83909	0	0
2020.04.29	106.857	106.893	106.356	106.607	73409	0	0
2020.04.30	106.600	107.496	106.403	107.130	85270	0	0
2020.05.01	107.118	107.403	106.603	106.914	60304	0	0
2020.05.04	106.776	107.067	106.630	106.674	48716	0	0
2020.05.05	106.671	106.892	106.414	106.486	48089	0	0
2020.05.06	106.471	106.667	105.985	106.068	55080	0	0
2020.05.07	106.059	106.653	105.988	106.248	55464	0	0
2020.05.08	106.240	106.745	106.220	106.682	50828	0	0
2020.05.11	106.502	107.766	106.482	107.601	49965	0	0
2020.05.12	107.594	107.691	107.115	107.115	41231	0	0
2020.05.13	107.109	107.275	106.741	107.014	45490	0	0
2020.05.14	107.020	107.363	106.773	107.234	47269	0	0
2020.05.15	107.234	107.431	106.854	107.164	40562	0	0
2020.05.18	107.083	107.503	107.065	107.295	38611	0	0
2020.05.19	107.290	108.085	107.247	107.695	43475	0	0
2020.05.20	107.688	107.981	107.334	107.484	35141	0	0
2020.05.21	107.382	107.847	107.382	107.598	37274	0	0
2020.05.22	107.582	107.762	107.321	107.607	32409	0	0
2020.05.25	107.557	107.779	107.547	107.655	21242	0	0
2020.05.26	107.649	107.921	107.399	107.504	34982	0	0
2020.05.27	107.484	107.944	107.364	107.730	48380	0	0
2020.05.28	107.697	107.899	107.571	107.614	46864	0	0
2020.05.29	107.599	107.893	107.077	107.785	56851	0	0
2020.06.01	107.674	107.854	107.381	107.580	41746	0	0
2020.06.02	107.578	108.770	107.511	108.659	47838	0	0
2020.06.03	108.655	108.980	108.422	108.892	53657	0	0
2020.06.04	108.869	109.195	108.613	109.137	56876	0	0
2020.06.05	109.134	109.848	109.043	109.587	59252	0	0
2020.06.08	109.547	109.689	108.232	108.422	47285	0	0
2020.06.09	108.421	108.540	107.618	107.743	58494	0	0
2020.06.10	107.744	107.871	106.984	107.110	57666	0	0
2020.06.11	107.083	107.231	106.569	106.857	63584	0	0
2020.06.12	106.859	107.552	106.583	107.348	66543	0	0
2020.06.15	107.291	107.565	106.998	107.328	54728	0	0
2020.06.16	107.327	107.637	107.209	107.321	58442	0	0
2020.06.17	107.310	107.440	106.949	106.997	42534	0	0
2020.06.18	106.998	107.126	106.666	106.970	48819	0	0
2020.06.19	106.969	107.056	106.764	106.870	39203	0	0
2020.06.22	106.773	107.009	106.748	106.898	36240	0	0
2020.06.23	106.900	107.219	106.071	106.517	53696	0	0
2020.06.24	106.515	107.068	106.382	107.040	49037	0	0
2020.06.25	107.040	107.451	106.954	107.181	42227	0	2
2020.06.26	107.206	107.358	106.798	107.219	39897	0	2
2020.06.29	107.060	107.882	107.038	107.573	41338	0	3
2020.06.30	107.570	107.981	107.519	107.923	47618	0	2
2020.07.01	107.924	108.161	107.358	107.464	43173	0	3
2020.07.02	107.463	107.721	107.329	107.499	36920	0	2
2020.07.03	107.500	107.566	107.427	107.488	23141	0	1
2020.07.06	107.439	107.771	107.254	107.327	30426	0	3
2020.07.07	107.317	107.790	107.244	107.515	32362	0	2
2020.07.08	107.549	107.710	107.201	107.253	30389	0	2
2020.07.09	107.251	107.396	107.096	107.196	38274	0	2
2020.07.10	107.197	107.263	106.639	106.914	31985	0	2
2020.07.13	106.866	107.317	106.786	107.291	31339	0	2
2020.07.14	107.290	107.430	107.117	107.231	36308	0	2
2020.07.15	107.222	107.306	106.663	106.930	34718	0	0
2020.07.16	106.933	107.399	106.831	107.242	33394	0	2
2020.07.17	107.251	107.360	106.937	107.016	26921	0	2
2020.07.20	107.013	107.533	107.007	107.251	31341	0	2
2020.07.21	107.256	107.365	106.681	106.795	35399	0	2
2020.07.22	106.795	107.287	106.708	107.153	32665	0	0
2020.07.23	107.153	107.228	106.709	106.856	27048	0	3
2020.07.24	106.854	106.891	105.679	106.121	41098	0	2
2020.07.27	106.012	106.107	105.114	105.368	45944	0	0
2020.07.28	105.369	105.683	104.954	105.090	46709	0	0
2020.07.29	105.035	105.239	104.769	104.914	47920	0	2
2020.07.30	104.916	105.292	104.678	104.723	55501	0	2
2020.07.31	104.704	106.054	104.185	105.927	73855	0	3
2020.08.03	105.769	106.470	105.578	105.948	70271	0	2
2020.08.04	105.941	106.193	105.635	105.711	47871	0	2
2020.08.05	105.709	105.870	105.319	105.594	46479	0	3
2020.08.06	105.548	105.695	105.298	105.547	47029	0	2
2020.08.07	105.543	106.052	105.479	105.917	46251	0	3
2020.08.10	105.841	106.201	105.705	105.958	31006	0	3
2020.08.11	105.955	106.680	105.905	106.486	47976	0	1
2020.08.12	106.497	107.012	106.438	106.907	49864	0	0
2020.08.13	106.898	107.047	106.561	106.922	42963	0	3
2020.08.14	106.924	107.036	106.434	106.570	34041	0	1
2020.08.17	106.512	106.653	105.941	105.999	38196	0	1
2020.08.18	105.976	106.053	105.281	105.401	45543	0	3
2020.08.19	105.423	106.150	105.099	106.098	53191	0	2
2020.08.20	106.109	106.213	105.741	105.797	52466	0	2
2020.08.21	105.776	106.069	105.441	105.814	46839	0	2
2020.08.24	105.764	105.995	105.686	105.971	32651	0	3
2020.08.25	105.971	106.574	105.870	106.382	44174	0	3
2020.08.26	106.372	106.558	105.954	105.982	39929	0	2
2020.08.27	105.989	106.697	105.601	106.559	58716	0	2
2020.08.28	106.563	106.944	105.200	105.340	75396	0	2
2020.08.31	105.429	106.094	105.289	105.898	58862	0	1
2020.09.01	105.900	106.151	105.590	105.950	59030	0	3
2020.09.02	105.956	106.298	105.848	106.180	49111	0	2
2020.09.03	106.135	106.550	106.000	106.183	49495	0	1
2020.09.04	106.184	106.503	106.055	106.234	43582	0	3
2020.09.07	106.251	106.384	106.130	106.268	27011	0	3
2020.09.08	106.282	106.381	105.858	106.023	41277	0	1
2020.09.09	106.014	106.271	105.788	106.173	40597	0	2
2020.09.10	106.191	106.299	105.978	106.127	39538	0	2
2020.09.11	106.138	106.261	106.056	106.144	31976	0	3
2020.09.14	106.097	106.164	105.546	105.724	29045	0	2
2020.09.15	105.723	105.812	105.299	105.439	32375	0	2
2020.09.16	105.436	105.436	104.799	104.945	43188	0	3
2020.09.17	104.945	105.171	104.523	104.738	42698	0	2
2020.09.18	104.737	104.869	104.270	104.561	33146	0	2
2020.09.21	104.507	104.887	103.999	104.641	40454	0	3
2020.09.22	104.638	105.078	104.403	104.923	34387	0	0
2020.09.23	104.926	105.494	104.859	105.383	42964	0	0
2020.09.24	105.394	105.529	105.204	105.413	45705	0	0
2020.09.25	105.412	105.698	105.240	105.548	38563	0	0
2020.09.28	105.488	105.681	105.263	105.479	36855	0	0
2020.09.29	105.479	105.733	105.343	105.648	41747	0	0
2020.09.30	105.647	105.803	105.402	105.445	51927	0	0
2020.10.01	105.519	105.727	105.403	105.519	49433	0	0
2020.10.02	105.519	105.665	104.941	105.328	57381	0	0
2020.10.05	105.263	105.792	105.263	105.745	41466	0	0
2020.10.06	105.750	105.786	105.470	105.627	41945	0	0
2020.10.07	105.625	106.106	105.595	105.975	41186	0	0
2020.10.08	105.965	106.107	105.924	106.022	36335	0	0
2020.10.09	106.022	106.040	105.579	105.625	42767	0	0
2020.10.12	105.770	105.788	105.241	105.340	37763	0	0
2020.10.13	105.340	105.627	105.265	105.472	39455	0	0
2020.10.14	105.470	105.517	105.035	105.166	38092	0	0
2020.10.15	105.164	105.492	105.082	105.422	42739	0	0
2020.10.16	105.422	105.462	105.189	105.398	38811	0	0
2020.10.19	105.372	105.502	105.301	105.436	32467	0	0
2020.10.20	105.428	105.746	105.345	105.493	40596	0	0
2020.10.21	105.495	105.533	104.340	104.580	48408	0	0
2020.10.22	104.588	104.921	104.476	104.861	34332	0	0
2020.10.23	104.855	104.936	104.546	104.710	29256	0	0
2020.10.26	104.667	105.055	104.653	104.835	32647	0	0
2020.10.27	104.835	104.889	104.388	104.460	26447	0	0
2020.10.28	104.460	104.555	104.113	104.301	37281	0	0
2020.10.29	104.298	104.726	104.023	104.598	36580	0	0
2020.10.30	104.598	104.742	104.124	104.667	38639	0	0
2020.11.02	104.488	104.947	104.486	104.728	30475	0	0
2020.11.03	104.730	104.845	104.432	104.453	44175	0	0
2020.11.04	104.453	105.344	104.150	104.521	80869	0	0
2020.11.05	104.522	104.535	103.440	103.464	66459	0	0
2020.11.06	103.465	103.762	103.175	103.367	66125	0	1
2020.11.09	103.296	105.647	103.182	105.356	81691	0	0
2020.11.10	105.364	105.487	104.820	105.295	68651	0	0
2020.11.11	105.281	105.676	105.004	105.427	46107	0	1
2020.11.12	105.426	105.476	105.070	105.129	42740	0	0
2020.11.13	105.121	105.159	104.564	104.612	44088	0	1
2020.11.16	104.716	105.132	104.362	104.572	44836	0	1
2020.11.17	104.572	104.599	104.070	104.191	42392	0	0
2020.11.18	104.205	104.205	103.651	103.825	39224	0	1
2020.11.19	103.827	104.215	103.717	103.740	44342	0	1
2020.11.20	103.736	103.910	103.687	103.827	36994	0	1
2020.11.23	103.746	104.635	103.683	104.497	40445	0	1
2020.11.24	104.496	104.760	104.146	104.446	45499	0	1
2020.11.25	104.439	104.598	104.253	104.461	46210	0	1
2020.11.26	104.453	104.464	104.216	104.256	48425	0	1
2020.11.27	104.266	104.281	103.905	104.090	33509	0	1
2020.11.30	103.995	104.410	103.827	104.315	42630	0	0
2020.12.01	104.306	104.579	104.182	104.314	44178	0	1
2020.12.02	104.312	104.751	104.225	104.408	64927	0	0
2020.12.03	104.414	104.536	103.672	103.834	78437	0	0
2020.12.04	103.832	104.243	103.738	104.188	66895	0	0
2020.12.07	104.116	104.312	103.920	104.045	66074	0	0
2020.12.08	104.064	104.205	103.954	104.161	62511	0	0
2020.12.09	104.161	104.406	104.053	104.225	58945	0	0
2020.12.10	104.211	104.579	104.173	104.246	71831	0	0
2020.12.11	104.245	104.267	103.823	104.025	64070	0	0
2020.12.14	103.958	104.103	103.512	104.032	63521	0	0
2020.12.15	104.047	104.152	103.608	103.668	51860	0	0
2020.12.16	103.674	103.918	103.261	103.465	69083	0	0
2020.12.17	103.468	103.561	102.875	103.092	70000	0	0
2020.12.18	103.083	103.596	103.037	103.313	63445	0	1
2020.12.21	103.535	103.889	103.251	103.319	91307	0	0
2020.12.22	103.326	103.734	103.279	103.640	68318	0	0
2020.12.23	103.634	103.653	103.357	103.545	63511	0	0
2020.12.24	103.537	103.765	103.487	103.671	40048	0	0
2020.12.28	103.497	103.898	103.403	103.778	51232	0	0
2020.12.29	103.788	103.815	103.463	103.568	52787	0	0
2020.12.30	103.571	103.586	102.961	103.182	55136	0	0
2020.12.31	103.180	103.316	102.995	103.253	44935	0	0
2021.01.04	103.121	103.316	102.712	103.126	71780	0	0
2021.01.05	103.100	103.191	102.605	102.711	69073	0	0
2021.01.06	102.701	103.444	102.591	103.036	98042	0	0
2021.01.07	103.032	103.957	102.951	103.795	81548	0	0
2021.01.08	103.796	104.092	103.604	103.967	89581	0	0
2021.01.11	103.843	104.400	103.832	104.255	63440	0	0
2021.01.12	104.261	104.333	103.720	103.752	65638	0	0
2021.01.13	103.753	103.995	103.526	103.878	58354	0	0
2021.01.14	103.880	104.198	103.564	103.799	66428	0	0
2021.01.15	103.799	103.913	103.616	103.869	53731	0	0
2021.01.18	103.795	103.930	103.638	103.687	49811	0	0
2021.01.19	103.686	104.086	103.651	103.901	53230	0	0
2021.01.20	103.899	103.928	103.447	103.538	49971	0	0
2021.01.21	103.530	103.668	103.328	103.496	60109	0	0
2021.01.22	103.493	103.887	103.480	103.770	44782	0	0
2021.01.25	103.775	103.937	103.673	103.745	35504	0	0
2021.01.26	103.733	103.828	103.555	103.620	36900	0	0
2021.01.27	103.614	104.201	103.587	104.091	44334	0	0
2021.01.28	104.088	104.463	104.024	104.229	48096	0	0
2021.01.29	104.229	104.940	104.165	104.723	48580	0	0
2021.02.01	104.765	105.035	104.608	104.922	33932	0	0
2021.02.02	104.928	105.175	104.829	104.968	38446	0	0
2021.02.03	104.970	105.106	104.921	105.029	30342	0	0
2021.02.04	105.025	105.565	104.973	105.520	35020	0	0
2021.02.05	105.514	105.768	105.334	105.382	48086	0	0
2021.02.08	105.301	105.671	105.151	105.208	42442	0	0
2021.02.09	105.207	105.264	104.498	104.562	48597	0	0
2021.02.10	104.563	104.845	104.408	104.588	38282	0	0
2021.02.11	104.588	104.804	104.550	104.719	32748	0	0
2021.02.12	104.743	105.181	104.711	104.924	39361	0	0
2021.02.15	104.896	105.417	104.891	105.368	38779	0	0
2021.02.16	105.367	106.075	105.180	106.038	53571	0	0
2021.02.17	106.034	106.224	105.779	105.861	61122	0	0
2021.02.18	105.863	105.924	105.600	105.702	47837	0	0
2021.02.19	105.703	105.743	105.238	105.421	48798	0	0
2021.02.22	105.377	105.844	104.981	105.071	54944	0	0
2021.02.23	105.070	105.430	104.922	105.240	54540	0	0
2021.02.24	105.249	106.104	105.162	105.873	67647	0	0
2021.02.25	105.869	106.405	105.813	106.199	93191	0	0
2021.02.26	106.199	106.695	105.848	106.552	105705	0	0
2021.03.01	106.476	106.889	106.365	106.757	62580	0	0
2021.03.02	106.761	106.958	106.655	106.684	55062	0	0
2021.03.03	106.687	107.152	106.668	107.002	49817	0	0
2021.03.04	106.997	107.986	106.941	107.970	58749	0	0
2021.03.05	107.932	108.645	107.819	108.379	67132	0	0
2021.03.08	108.275	108.942	108.245	108.866	67838	0	0
2021.03.09	108.867	109.235	108.414	108.477	82615	0	0
2021.03.10	108.471	108.920	108.338	108.372	76041	0	0
2021.03.11	108.369	108.812	108.345	108.499	76811	0	0
2021.03.12	108.499	109.164	108.486	109.027	75092	0	0
2021.03.15	108.998	109.365	108.913	109.134	62155	0	0
2021.03.16	109.139	109.288	108.771	108.994	57747	0	0
2021.03.17	108.993	109.326	108.742	108.847	60030	0	0
2021.03.18	108.844	109.302	108.625	108.929	77439	0	0
2021.03.19	108.929	109.129	108.609	108.879	66398	0	0
2021.03.22	108.671	108.955	108.605	108.831	53208	0	0
2021.03.23	108.832	108.873	108.407	108.614	53679	0	0
2021.03.24	108.614	108.956	108.451	108.725	58975	0	0
2021.03.25	108.723	109.237	108.712	109.165	53104	0	0
2021.03.26	109.163	109.847	109.131	109.676	50209	0	0
2021.03.29	109.707	109.845	109.373	109.803	48136	0	0
2021.03.30	109.794	110.428	109.721	110.351	53004	0	0
2021.03.31	110.357	110.966	110.273	110.708	63528	0	0
2021.04.01	110.703	110.847	110.545	110.604	47842	0	0
2021.04.02	110.595	110.749	110.374	110.623	40142	0	0
2021.04.05	110.595	110.749	109.962	110.173	37482	0	0
2021.04.06	110.174	110.553	109.668	109.743	57894	0	0
2021.04.07	109.743	109.942	109.578	109.832	64151	0	0
2021.04.08	109.846	109.904	108.999	109.270	55516	0	0
2021.04.09	109.268	109.960	109.203	109.658	52949	0	0
2021.04.12	109.605	109.769	109.245	109.378	48226	0	0
2021.04.13	109.384	109.752	109.018	109.059	63107	0	0
2021.04.14	109.054	109.095	108.751	108.916	44204	0	0
2021.04.15	108.912	108.965	108.611	108.762	39113	0	0
2021.04.16	108.762	108.964	108.610	108.793	36034	0	0
2021.04.19	108.726	108.833	108.009	108.153	42880	0	0
2021.04.20	108.138	108.546	107.970	108.101	41837	0	0
2021.04.21	108.099	108.281	107.874	108.069	34821	0	0
2021.04.22	108.052	108.232	107.814	107.962	37674	0	0
2021.04.23	107.962	108.145	107.477	107.875	37357	0	0
2021.04.26	107.887	108.197	107.643	108.090	37077	0	0
2021.04.27	108.083	108.777	108.055	108.691	35305	0	0
2021.04.28	108.667	109.075	108.571	108.589	47670	0	0
2021.04.29	108.596	109.223	108.436	108.912	37507	0	0
2021.04.30	108.925	109.342	108.711	109.329	41903	0	0
2021.05.03	109.261	109.696	108.894	109.071	34842	0	0
2021.05.04	109.066	109.487	109.022	109.315	47685	0	0
2021.05.05	109.323	109.480	109.143	109.188	34729	0	0
2021.05.06	109.188	109.427	109.001	109.090	50793	0	0
2021.05.07	109.089	109.287	108.338	108.604	53458	0	0
2021.05.10	108.545	109.056	108.465	108.810	44651	0	0
2021.05.11	108.792	108.982	108.348	108.615	51720	0	0
2021.05.12	108.609	109.706	108.548	109.699	58279	0	0
2021.05.13	109.664	109.785	109.405	109.453	53550	0	0
2021.05.14	109.448	109.656	109.186	109.362	44480	0	0
2021.05.17	109.254	109.501	109.073	109.209	37764	0	0
2021.05.18	109.209	109.283	108.834	108.888	41944	0	0
2021.05.19	108.895	109.337	108.571	109.227	58711	0	0
2021.05.20	109.218	109.308	108.748	108.767	52253	0	0
2021.05.21	108.773	109.003	108.610	108.945	44086	0	0
2021.05.24	108.891	108.996	108.696	108.740	48897	0	0
2021.05.25	108.740	109.070	108.558	108.747	56553	0	0
2021.05.26	108.746	109.178	108.722	109.139	51578	0	0
2021.05.27	109.136	109.923	109.037	109.808	59453	0	0
2021.05.28	109.808	110.200	109.728	109.872	55317	0	0
2021.05.31	109.746	109.933	109.354	109.556	35337	0	0
2021.06.01	109.557	109.707	109.329	109.467	49664	0	0
2021.06.02	109.467	109.885	109.381	109.547	47477	0	0
2021.06.03	109.547	110.321	109.507	110.276	54099	0	0
2021.06.04	110.276	110.329	109.363	109.524	51108	0	0
2021.06.07	109.576	109.637	109.186	109.238	44026	0	0
2021.06.08	109.238	109.557	109.199	109.492	51428	0	0
2021.06.09	109.485	109.657	109.225	109.618	47428	0	0
2021.06.10	109.607	109.797	109.305	109.319	62471	0	0
2021.06.11	109.316	109.844	109.294	109.682	58950	0	0
2021.06.14	109.627	110.098	109.610	110.071	52811	0	0
2021.06.15	110.070	110.168	109.987	110.056	49979	0	0
2021.06.16	110.053	110.721	109.804	110.708	56973	0	0
2021.06.17	110.706	110.823	110.166	110.221	79003	0	0
2021.06.18	110.220	110.332	109.941	110.211	74353	0	0
2021.06.21	110.095	110.352	109.716	110.314	85146	0	0
2021.06.22	110.313	110.791	110.211	110.658	57913	0	0
2021.06.23	110.657	111.102	110.567	110.949	60739	0	0
2021.06.24	110.948	111.115	110.687	110.874	68409	0	0
2021.06.25	110.872	110.984	110.480	110.778	58731	0	0
2021.06.28	110.726	110.977	110.497	110.614	61650	0	0
2021.06.29	110.617	110.760	110.430	110.538	66259	0	0
2021.06.30	110.528	111.121	110.417	111.101	72995	0	0
2021.07.01	111.101	111.638	111.027	111.521	67131	0	0
